name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Технический консультант - инженер по планированию сети (Мобильные Сети Связи и Передачи Информации),,,,,Москва,2004-02-20T00:00:00+0300
Менеджер по продажам (работа с вендорами и системными интеграторами),,,1200.0,USD,Москва,2004-02-20T00:00:00+0300
"Начальник отдела МТО. Код вакансии: ""Ш-МТО""",,,,,Москва,2004-02-20T00:00:00+0300
"Программист. Код вакансии: ""ТМ-Ко-п""",,,,,Москва,2004-02-20T00:00:00+0300
Инженер (УПАТС Hicom) службы Сервиса (Департамент Сети Связи и Передачи Информации),,,1200.0,USD,Москва,2004-02-20T00:00:00+0300
"Региональный менеджер по сбыту беспроводных телефонов стандарта DECT в подразделение ICM CP (Siemens Mobile) по Центральному, Приволжскому и Уральскому федеральным округам с базированием в г. Москве)",,,,,Москва,2004-02-20T00:00:00+0300
"Начальник отдела МТО. Код вакансии: ""Ш-МТО""",,,,,Москва,2004-02-20T00:00:00+0300
Менеджер по маркетингу,,,,,Москва,2004-02-20T00:00:00+0300
Customer Support Consultant/Engineer,,,,,Санкт-Петербург,2004-02-20T00:00:00+0300
Project/Implementation Engineer,,,,,Санкт-Петербург,2004-02-20T00:00:00+0300
Implementation Engineer,,,800.0,USD,Санкт-Петербург,2004-02-20T00:00:00+0300
Системный инженер/администратор,,,750.0,USD,Москва,2004-02-20T12:01:08+0300
Начальник отдела «Телекоммуникации и мультимедиа»,,,,,Москва,2004-02-20T12:08:15+0300
Начальник отдела «Инженерные системы»,,,,,Москва,2004-02-20T12:19:09+0300
Начальник отдела «Программные решения»,,,,,Москва,2004-02-20T12:37:22+0300
Sales Manager,,,4000.0,USD,Москва,2004-02-20T13:53:09+0300
Программист 1С,,,350.0,USD,Москва,2004-02-20T13:53:32+0300
Менеджер по продажам,,,1500.0,USD,Москва,2004-02-20T13:59:28+0300
Менеджер по обучению,,,1000.0,USD,Москва,2004-02-20T16:59:49+0300
Database Manager,,,1200.0,USD,Москва,2004-02-20T18:38:29+0300
Sales Manager,,,3000.0,USD,Москва,2004-02-20T20:39:45+0300
Начальник отдела базы данных,,,,,Москва,2004-02-21T23:32:52+0300
Supply Chain Development Manager,,,2200.0,USD,Москва,2004-02-23T00:00:00+0300
Технический специалист информационного центра (TV/AV),,,700.0,USD,Москва,2004-02-24T00:00:00+0300
"SAP Manager or Consultant (one or more of: SD, MM, FI, CO, HR, CRM, ...)",,,,,Москва,2004-02-24T00:00:00+0300
Руководитель направления технической поддержки RISC-систем,,,,,Москва,2004-02-24T00:00:00+0300
Инженер по системам хранения информации,,,,,Санкт-Петербург,2004-02-24T00:00:00+0300
Инженер по кластерам,,,1500.0,USD,Москва,2004-02-24T00:00:00+0300
Системный администратор,,,1100.0,USD,Москва,2004-02-24T00:00:00+0300
Program Manager Paint Blue,,,,,Нижний Новгород,2004-02-24T00:00:00+0300
Системный инженер СУБД Oracle,,,,,Москва,2004-02-24T00:00:00+0300
Менеджер по телекоммуникациям,,,,,Тюмень,2004-02-24T00:00:00+0300
Телеком-инженер/Координатор проекта,,,2000.0,USD,Тюмень,2004-02-24T00:00:00+0300
Программист,,,700.0,USD,Москва,2004-02-24T00:00:00+0300
Publishing Technical Specialist,,,,,Москва,2004-02-24T00:00:00+0300
Инженер по оптико-волоконному кабелю,,,,,Москва,2004-02-24T00:00:00+0300
VBA программист,,,800.0,USD,Москва,2004-02-24T00:00:00+0300
"Marketing Coordinator, Telecommunication systems",,,,,Москва,2004-02-24T00:00:00+0300
Инженер-разработчик,,,,,Москва,2004-02-24T00:00:00+0300
Программист 1С,,,1000.0,USD,Москва,2004-02-24T00:00:00+0300
Ассистент отдела,,,500.0,USD,Москва,2004-02-24T00:00:00+0300
Инженер по технической поддержке RISC-систем,,,,,Москва,2004-02-24T00:00:00+0300
Менеджер по продажам,,,,,Москва,2004-02-24T10:20:29+0300
"IT консультант, Бизнес аналитик",,,,,Москва,2004-02-24T11:20:28+0300
Business System Analyst,,,,,Москва,2004-02-24T11:41:28+0300
Консультант по внедрению AXAPTA,,,2000.0,USD,Москва,2004-02-24T12:21:57+0300
Программист 1С,,,1000.0,USD,Москва,2004-02-24T12:45:24+0300
Специалист по эксплуатации информационных систем,,,,,Москва,2004-02-24T13:15:02+0300
Менеджер в отдел маркетинга / Product manager CDMA/GSM,,,,,Москва,2004-02-24T13:51:43+0300
Дизайнер,,,1500.0,USD,Москва,2004-02-24T14:34:45+0300
Руководитель IT-управления,,,3000.0,USD,Москва,2004-02-24T14:54:05+0300
Financial System Supervisor/Project support analyst,,,2000.0,USD,Москва,2004-02-24T15:03:54+0300
Разработчик приложений Lotus Notes/Domino / Web,,,1000.0,USD,Москва,2004-02-24T16:14:03+0300
Helpdesk Assistant,,,500.0,USD,Москва,2004-02-24T18:11:15+0300
Software Sales Manager,,,3000.0,USD,Москва,2004-02-24T19:22:49+0300
Support Engineer,,,1500.0,USD,Москва,2004-02-24T19:46:50+0300
Консультант по внедрению CRM,,,,,Москва,2004-02-24T20:04:01+0300
Тестировщик,,,,,Москва,2004-02-24T20:13:10+0300
Developer Relationship Manager,,,,,Нижний Новгород,2004-02-24T20:19:52+0300
Менеджер по  продажам ERP-решений,,,2500.0,USD,Москва,2004-02-25T00:00:00+0300
Консультант по Business Intelligence/Data Warehouse,,,,,Москва,2004-02-25T00:00:00+0300
ПРОГРАММИСТ C#,,,800.0,USD,Москва,2004-02-25T00:00:00+0300
SAP FI Consultant,,,3000.0,USD,Москва,2004-02-25T00:00:00+0300
Программист С#,,,,,Москва,2004-02-25T00:00:00+0300
Специалист отдела IT поддержки,,,600.0,USD,Москва,2004-02-25T00:00:00+0300
Key Account Manager - Svyazinvest,,,5000.0,USD,Москва,2004-02-25T00:00:00+0300
Технический специалист  (отдел банковских карт),,,600.0,USD,Москва,2004-02-25T00:00:00+0300
Главный специалист по банковским технологиям,,,,,Москва,2004-02-25T10:43:07+0300
Аналитик баз данных в западный издательский дом (EN-RD/1),,,,,Москва,2004-02-25T10:52:49+0300
Системный администратор (EN-Cad-SA),,,,,Москва,2004-02-25T10:55:02+0300
Консультант по внедрению ERP-ситемы  (EN-OT-OA),,,,,Москва,2004-02-25T10:56:45+0300
Начальник отдела «Вычислительные платформы и системы хранения данных»,,,,,Москва,2004-02-25T11:52:36+0300
Финансовый менеджер,,,,,Москва,2004-02-25T12:03:57+0300
IT Assistant,,,500.0,USD,Москва,2004-02-25T14:06:31+0300
Sales representative,,,1300.0,USD,Москва,2004-02-25T14:34:37+0300
"Business Development Manager «серверные решения» (платформы Sun, IBM, HP) (Ikh-Serv/1)",,,2500.0,USD,Москва,2004-02-25T14:50:05+0300
Помощник системного администратора,,,700.0,USD,Москва,2004-02-25T15:39:09+0300
Инженер по телекоммуникационнм проектам,,,1700.0,USD,Москва,2004-02-25T15:58:44+0300
Менеджер по продажам телекоммуникационного оборудования,,,1500.0,USD,Москва,2004-02-25T16:06:41+0300
IT Менеджер,,,2000.0,USD,Москва,2004-02-25T16:28:17+0300
IT Manager,,,2000.0,USD,Москва,2004-02-25T16:43:52+0300
Ведущий художник,,,1200.0,USD,Москва,2004-02-25T17:01:01+0300
Арт-директор,,,,,Москва,2004-02-25T17:03:09+0300
Системный администратор,,,400.0,USD,Москва,2004-02-25T17:04:44+0300
Account Manager  (IT),,,4000.0,USD,Москва,2004-02-25T18:15:45+0300
Специалист по информационной безопасности,,,1111.0,USD,Москва,2004-02-25T18:37:06+0300
Customer Service Programmer,,,1200.0,USD,Москва,2004-02-25T19:34:19+0300
Менеджер по развитию бизнеса,,,2000.0,USD,Москва,2004-02-26T00:00:00+0300
Business Development Leader for Utilities Sector,,,,,Москва,2004-02-26T07:31:50+0300
Оператор Центра спутникового доступа (ЦСД),,,800.0,USD,Москва,2004-02-26T10:06:44+0300
.NET-программист,,,1500.0,USD,Москва,2004-02-26T10:48:54+0300
Инженер сопровождения,,,700.0,USD,Москва,2004-02-26T10:50:52+0300
РУКОВОДИТЕЛЬ СИСТЕМНО-АНАЛИТИЧЕСКОГО ОТДЕЛА,,,2000.0,USD,Москва,2004-02-26T11:40:03+0300
РУКОВОДИТЕЛЬ СИСТЕМНО-АНАЛИТИЧЕСКОГО ОТДЕЛА,,,2000.0,USD,Москва,2004-02-26T11:40:03+0300
РУКОВОДИТЕЛЬ СИСТЕМНО-АНАЛИТИЧЕСКОГО ОТДЕЛА,,,2000.0,USD,Москва,2004-02-26T11:40:03+0300
